                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.81731,                0.39116,                0.83057,                0.82187,                0.83544,                0.85417,                0.60281,                 0.8711,                0.39506,                0.86437,              0.0056185,              0.0056185,              0.0056185
                    160,                0.82368,                0.39359,                0.83182,                0.82305,                0.83445,                0.85435,                0.60298,                0.87118,                0.39512,                0.86431,              0.0055908,              0.0055908,              0.0055908
                    161,                0.82383,                0.39267,                0.83032,                0.82278,                0.83473,                0.85401,                0.60275,                0.87095,                0.39498,                0.86423,               0.005563,               0.005563,               0.005563
                    162,                0.82352,                0.39256,                0.83215,                0.82298,                0.83407,                0.85461,                0.60301,                0.87078,                0.39481,                0.86418,              0.0055228,              0.0055228,              0.0055228
                    163,                0.82383,                0.39308,                0.83098,                0.82289,                0.83541,                0.85467,                0.60311,                0.87074,                0.39484,                0.86413,              0.0055076,              0.0055076,              0.0055076
                    164,                0.82017,                0.39229,                0.83106,                0.82337,                0.83481,                0.85473,                0.60327,                0.87067,                0.39479,                0.86411,              0.0054798,              0.0054798,              0.0054798
                    165,                0.82121,                0.39156,                0.83202,                0.82406,                0.83503,                 0.8547,                0.60321,                0.87068,                0.39498,                0.86408,              0.0054521,              0.0054521,              0.0054521
                    166,                0.82276,                0.39209,                0.83032,                0.82386,                0.83331,                0.85512,                0.60354,                0.87053,                0.39473,                0.86407,              0.0054244,              0.0054244,              0.0054244
                    167,                0.81678,                0.38898,                0.83158,                0.82372,                0.83493,                0.85517,                 0.6035,                0.87046,                0.39489,                0.86405,              0.0053966,              0.0053966,              0.0053966
                    168,                0.81522,                0.38669,                0.83095,                0.82466,                0.83401,                0.85534,                0.60389,                0.87024,                0.39496,                  0.864,              0.0053689,              0.0053689,              0.0053689
                    169,                0.82184,                0.39041,                0.83121,                0.82324,                 0.8346,                0.85525,                0.60376,                0.87006,                0.39469,                0.86396,              0.0053412,              0.0053412,              0.0053412
                    170,                0.82193,                0.38979,                0.82958,                0.82358,                0.83592,                0.85538,                0.60425,                0.86983,                0.39482,                0.86392,              0.0053134,              0.0053134,              0.0053134
                    171,                0.82135,                0.39019,                0.83088,                0.82501,                0.83707,                0.85513,                0.60419,                0.86979,                0.39441,                0.86389,              0.0052857,              0.0052857,              0.0052857
                    172,                0.81782,                0.38977,                 0.8307,                0.82456,                0.83734,                0.85524,                 0.6044,                0.86975,                0.39433,                0.86388,               0.005258,               0.005258,               0.005258
                    173,                0.81837,                0.38729,                0.83034,                0.82523,                0.83678,                0.85567,                0.60493,                0.86963,                0.39431,                0.86382,              0.0052303,              0.0052303,              0.0052303
                    174,                0.81314,                0.38705,                0.83001,                0.82632,                0.83701,                0.85561,                0.60508,                0.86945,                0.39439,                0.86383,              0.0052025,              0.0052025,              0.0052025
                    175,                0.81421,                0.38657,                0.83201,                0.82552,                0.83663,                0.85527,                0.60472,                 0.8695,                0.39422,                0.86384,              0.0051748,              0.0051748,              0.0051748
                    176,                0.82006,                 0.3888,                0.83198,                0.82681,                0.83602,                0.85551,                0.60469,                 0.8695,                0.39411,                0.86383,              0.0051471,              0.0051471,              0.0051471
                    177,                0.81676,                0.38902,                0.83146,                0.82747,                0.83519,                0.85573,                0.60497,                0.86929,                0.39376,                 0.8638,              0.0051193,              0.0051193,              0.0051193
                    178,                0.81821,                0.38828,                0.83139,                0.82815,                0.83582,                0.85554,                0.60491,                0.86935,                0.39388,                 0.8638,              0.0050916,              0.0050916,              0.0050916
                    179,                0.80996,                0.38541,                0.83096,                0.82784,                0.83652,                0.85552,                0.60506,                0.86921,                0.39363,                0.86381,              0.0050639,              0.0050639,              0.0050639
                    180,                0.81229,                0.38577,                0.83183,                0.82791,                0.83672,                0.85588,                0.60563,                0.86929,                0.39355,                 0.8638,              0.0050361,              0.0050361,              0.0050361
                    181,                0.81317,                0.38694,                0.82953,                0.82823,                0.83721,                0.85595,                0.60584,                0.86913,                0.39351,                0.86378,              0.0050084,              0.0050084,              0.0050084
                    182,                0.80988,                 0.3854,                0.82915,                0.82803,                0.83736,                0.85604,                0.60602,                0.86918,                0.39323,                0.86369,              0.0049807,              0.0049807,              0.0049807
                    183,                0.81344,                0.38533,                0.82878,                0.83022,                0.83739,                0.85639,                0.60604,                0.86905,                0.39352,                0.86364,              0.0049529,              0.0049529,              0.0049529
                    184,                0.81182,                0.38453,                0.83169,                0.82857,                0.83771,                 0.8563,                0.60579,                0.86898,                0.39296,                 0.8636,              0.0049252,              0.0049252,              0.0049252
                    185,                0.81095,                0.38486,                0.83017,                0.82913,                0.83853,                0.85645,                0.60613,                0.86895,                0.39291,                0.86358,              0.0048975,              0.0048975,              0.0048975
                    186,                0.80831,                0.38329,                0.83061,                0.82921,                0.83805,                0.85652,                0.60612,                0.86889,                0.39265,                0.86355,              0.0048697,              0.0048697,              0.0048697
                    187,                0.81005,                0.38554,                0.82987,                0.82881,                 0.8375,                0.85654,                0.60599,                0.86881,                0.39247,                0.86356,               0.004842,               0.004842,               0.004842
                    188,                0.81097,                0.38396,                0.82933,                0.82975,                  0.837,                 0.8567,                0.60587,                0.86881,                 0.3921,                0.86357,              0.0048143,              0.0048143,              0.0048143
                    189,                0.80915,                0.38366,                0.83012,                0.83001,                0.83792,                0.85714,                0.60635,                0.86873,                0.39201,                0.86356,              0.0047866,              0.0047866,              0.0047866
                    190,                0.80832,                0.38418,                 0.8287,                0.83064,                0.83814,                0.85704,                0.60664,                0.86878,                0.39203,                0.86352,              0.0047588,              0.0047588,              0.0047588
                    191,                0.80925,                0.38318,                0.82776,                0.82981,                0.83756,                0.85678,                0.60698,                0.86868,                 0.3918,                0.86355,              0.0047311,              0.0047311,              0.0047311
                    192,                0.80429,                0.38285,                0.82919,                0.83004,                0.83744,                0.85688,                0.60668,                0.86859,                0.39184,                 0.8635,              0.0047034,              0.0047034,              0.0047034
                    193,                0.80698,                0.38387,                0.82913,                0.82952,                0.83743,                0.85692,                 0.6066,                0.86874,                0.39161,                0.86352,              0.0046756,              0.0046756,              0.0046756
                    194,                0.80801,                 0.3843,                0.83044,                0.82998,                0.83774,                0.85713,                0.60665,                0.86851,                0.39137,                0.86355,              0.0046479,              0.0046479,              0.0046479
                    195,                0.80363,                0.38105,                0.82923,                0.82939,                0.83731,                 0.8572,                0.60661,                0.86866,                0.39119,                0.86353,              0.0046202,              0.0046202,              0.0046202
                    196,                0.80355,                0.38077,                0.82785,                0.82826,                0.83723,                0.85732,                0.60686,                0.86877,                0.39096,                0.86353,              0.0045924,              0.0045924,              0.0045924
                    197,                0.80118,                0.38027,                0.82827,                 0.8292,                0.83709,                0.85733,                0.60682,                0.86853,                0.39086,                 0.8635,              0.0045647,              0.0045647,              0.0045647
                    198,                0.80333,                0.38076,                0.83034,                0.82968,                 0.8363,                0.85717,                0.60693,                0.86856,                0.39087,                0.86353,               0.004537,               0.004537,               0.004537
                    199,                0.80524,                0.38138,                0.82813,                0.82963,                0.83594,                0.85709,                0.60712,                0.86849,                0.39071,                 0.8635,              0.0045092,              0.0045092,              0.0045092
                    200,                 0.8013,                0.37886,                0.82825,                0.82903,                0.83598,                0.85706,                0.60709,                0.86851,                0.39024,                0.86346,              0.0044815,              0.0044815,              0.0044815
                    201,                0.80357,                0.38058,                0.82746,                0.82905,                0.83703,                0.85747,                0.60756,                0.86871,                0.39004,                0.86338,              0.0044538,              0.0044538,              0.0044538
                    202,                0.80536,                0.38024,                 0.8282,                0.82893,                0.83661,                0.85732,                0.60735,                0.86857,                0.38993,                0.86338,              0.0044261,              0.0044261,              0.0044261
                    203,                0.79784,                 0.3779,                0.82646,                0.82896,                0.83707,                0.85746,                0.60757,                0.86867,                0.38983,                0.86338,              0.0043983,              0.0043983,              0.0043983
                    204,                0.80423,                0.38052,                0.82766,                0.82897,                0.83735,                0.85749,                0.60723,                0.86864,                0.38959,                0.86335,              0.0043706,              0.0043706,              0.0043706
                    205,                0.79895,                0.37915,                 0.8277,                0.82921,                0.83708,                0.85798,                 0.6077,                0.86871,                0.38941,                0.86332,              0.0043429,              0.0043429,              0.0043429
                    206,                0.80077,                0.37809,                0.82819,                0.82807,                0.83702,                0.85799,                0.60791,                0.86851,                0.38959,                0.86335,              0.0043151,              0.0043151,              0.0043151
                    207,                0.79907,                0.37835,                0.82883,                0.82896,                0.83631,                0.85818,                0.60821,                0.86852,                0.38953,                0.86335,              0.0042874,              0.0042874,              0.0042874
                    208,                0.80254,                0.38042,                0.82712,                0.82852,                0.83647,                0.85807,                0.60807,                0.86849,                0.38925,                0.86328,              0.0042597,              0.0042597,              0.0042597
                    209,                0.79837,                0.37721,                0.82732,                0.82862,                0.83626,                0.85837,                0.60818,                 0.8683,                0.38906,                0.86322,              0.0042319,              0.0042319,              0.0042319
                    210,                0.80103,                0.37808,                0.82714,                0.82823,                  0.836,                0.85845,                0.60837,                0.86838,                0.38909,                0.86316,              0.0042042,              0.0042042,              0.0042042
                    211,                0.79994,                0.37823,                0.82798,                0.82708,                0.83747,                0.85866,                0.60809,                0.86833,                0.38876,                0.86316,              0.0041765,              0.0041765,              0.0041765
                    212,                0.79923,                0.37764,                0.82763,                0.82758,                0.83767,                 0.8586,                  0.608,                0.86816,                0.38857,                0.86311,              0.0041487,              0.0041487,              0.0041487
                    213,                0.79991,                0.37753,                0.82769,                0.82635,                0.83731,                0.85849,                0.60795,                0.86833,                0.38844,                0.86308,               0.004121,               0.004121,               0.004121
                    214,                0.79622,                0.37562,                0.82583,                0.82731,                0.83687,                0.85879,                0.60827,                0.86844,                0.38833,                0.86309,              0.0040933,              0.0040933,              0.0040933
                    215,                0.79744,                0.37633,                0.82701,                0.82786,                0.83723,                0.85929,                0.60831,                0.86842,                 0.3882,                0.86304,              0.0040655,              0.0040655,              0.0040655
                    216,                0.79813,                0.37815,                0.82725,                 0.8277,                0.83686,                 0.8592,                0.60801,                0.86838,                0.38814,                0.86304,              0.0040378,              0.0040378,              0.0040378
                    217,                0.79171,                0.37504,                0.82618,                0.82775,                0.83674,                0.85951,                0.60837,                 0.8682,                0.38791,                0.86301,              0.0040101,              0.0040101,              0.0040101
                    218,                0.79372,                0.37539,                0.82639,                 0.8279,                0.83494,                 0.8596,                 0.6085,                0.86837,                0.38775,                0.86301,              0.0039824,              0.0039824,              0.0039824
                    219,                0.79195,                 0.3742,                0.82563,                0.82788,                0.83602,                0.85974,                0.60865,                0.86815,                0.38772,                0.86295,              0.0039546,              0.0039546,              0.0039546
                    220,                0.79319,                  0.375,                0.82588,                0.82893,                0.83368,                0.85975,                0.60857,                0.86798,                 0.3876,                0.86292,              0.0039269,              0.0039269,              0.0039269
                    221,                 0.7942,                0.37469,                0.82724,                0.83296,                0.83084,                0.85981,                0.60856,                  0.868,                0.38744,                0.86289,              0.0038992,              0.0038992,              0.0038992
                    222,                0.78934,                0.37302,                0.82415,                0.83389,                0.83016,                0.86017,                0.60911,                0.86802,                0.38757,                0.86285,              0.0038714,              0.0038714,              0.0038714
                    223,                0.79599,                0.37522,                0.82591,                0.83377,                 0.8294,                 0.8598,                0.60907,                0.86776,                0.38733,                 0.8628,              0.0038437,              0.0038437,              0.0038437
                    224,                0.79583,                0.37355,                0.82588,                0.82896,                0.83254,                0.85982,                 0.6088,                0.86791,                0.38714,                0.86278,               0.003816,               0.003816,               0.003816
                    225,                0.79293,                0.37377,                0.82702,                 0.8323,                0.83067,                0.85971,                  0.609,                0.86766,                0.38727,                 0.8628,              0.0037882,              0.0037882,              0.0037882
                    226,                0.79006,                0.37246,                0.82609,                0.83501,                0.82879,                0.86005,                0.60936,                0.86768,                0.38729,                0.86279,              0.0037605,              0.0037605,              0.0037605
                    227,                0.79107,                0.37333,                0.82509,                0.83531,                0.82756,                0.85964,                0.60926,                0.86753,                0.38717,                0.86276,              0.0037328,              0.0037328,              0.0037328
                    228,                0.78562,                0.37115,                0.82528,                0.83499,                0.82847,                0.85982,                0.60957,                0.86758,                0.38689,                0.86279,               0.003705,               0.003705,               0.003705
                    229,                0.79077,                0.37237,                0.82591,                0.83629,                0.82786,                0.85983,                0.60932,                 0.8676,                 0.3868,                0.86279,              0.0036773,              0.0036773,              0.0036773
                    230,                0.78907,                0.37221,                0.82565,                0.83584,                0.82804,                0.86006,                0.60952,                0.86759,                0.38709,                0.86274,              0.0036496,              0.0036496,              0.0036496
                    231,                0.78425,                0.37083,                0.82591,                 0.8351,                  0.828,                 0.8599,                0.60937,                0.86755,                 0.3869,                0.86279,              0.0036218,              0.0036218,              0.0036218
                    232,                0.78728,                0.37048,                0.82565,                0.83528,                0.82839,                0.85998,                0.60913,                0.86756,                0.38686,                0.86277,              0.0035941,              0.0035941,              0.0035941
                    233,                0.78429,                0.37048,                 0.8256,                0.83499,                0.82925,                0.85997,                0.60915,                0.86758,                0.38653,                0.86275,              0.0035664,              0.0035664,              0.0035664
                    234,                0.78672,                0.37127,                0.82553,                0.83499,                0.82898,                0.86025,                0.60957,                0.86759,                0.38636,                0.86275,              0.0035387,              0.0035387,              0.0035387
                    235,                0.78646,                0.37009,                0.82694,                0.83648,                0.82854,                0.86044,                0.60969,                0.86771,                0.38642,                0.86276,              0.0035109,              0.0035109,              0.0035109
                    236,                0.78437,                0.37018,                0.82477,                0.83694,                0.82814,                0.86013,                0.60976,                0.86772,                0.38656,                0.86274,              0.0034832,              0.0034832,              0.0034832
                    237,                0.78561,                0.36934,                0.82641,                0.83728,                0.82847,                 0.8609,                0.61015,                0.86771,                0.38634,                 0.8627,              0.0034555,              0.0034555,              0.0034555
                    238,                0.78535,                0.36995,                0.82521,                0.83754,                0.82762,                0.86103,                0.61016,                 0.8677,                0.38612,                0.86265,              0.0034277,              0.0034277,              0.0034277
                    239,                0.78156,                0.36922,                0.82525,                0.84015,                0.82742,                0.86098,                   0.61,                 0.8678,                  0.386,                0.86269,                 0.0034,                 0.0034,                 0.0034
                    240,                0.78529,                0.36856,                0.82511,                 0.8401,                0.82752,                0.86128,                0.61026,                0.86759,                0.38617,                0.86273,              0.0033723,              0.0033723,              0.0033723
                    241,                0.78387,                0.36859,                0.82606,                0.83626,                0.82987,                0.86143,                 0.6102,                0.86762,                0.38607,                0.86275,              0.0033445,              0.0033445,              0.0033445
                    242,                 0.7818,                0.36768,                 0.8262,                0.83255,                0.83111,                0.86141,                 0.6107,                 0.8677,                0.38583,                0.86274,              0.0033168,              0.0033168,              0.0033168
                    243,                0.77869,                0.36656,                0.82251,                0.83074,                0.83188,                0.86138,                 0.6105,                0.86787,                0.38581,                0.86267,              0.0032891,              0.0032891,              0.0032891
                    244,                0.78246,                0.36802,                0.82461,                0.83044,                0.83305,                0.86153,                0.61074,                0.86792,                0.38572,                0.86265,              0.0032613,              0.0032613,              0.0032613
                    245,                0.77967,                0.36677,                0.82396,                0.82959,                0.83273,                0.86154,                0.61063,                0.86808,                0.38577,                 0.8626,              0.0032336,              0.0032336,              0.0032336
                    246,                0.78259,                0.36798,                0.82526,                0.83003,                0.83285,                0.86163,                0.61097,                0.86807,                0.38565,                0.86258,              0.0032059,              0.0032059,              0.0032059
                    247,                0.78003,                0.36664,                0.82453,                0.82868,                0.83298,                0.86158,                0.61075,                0.86839,                0.38554,                 0.8626,              0.0031782,              0.0031782,              0.0031782
                    248,                0.77529,                0.36416,                0.82448,                0.82871,                0.83395,                0.86146,                0.61061,                0.86832,                0.38544,                 0.8626,              0.0031504,              0.0031504,              0.0031504
                    249,                0.77554,                0.36449,                0.82376,                 0.8282,                0.83373,                0.86152,                0.61086,                0.86857,                0.38528,                0.86262,              0.0031227,              0.0031227,              0.0031227
                    250,                0.77823,                0.36538,                0.82426,                0.82796,                0.83363,                0.86149,                0.61105,                0.86864,                  0.385,                 0.8626,               0.003095,               0.003095,               0.003095
                    251,                0.77837,                0.36608,                0.82258,                0.82912,                0.83256,                 0.8614,                0.61095,                0.86874,                0.38521,                0.86256,              0.0030672,              0.0030672,              0.0030672
                    252,                0.77677,                0.36431,                0.82525,                0.82924,                0.83291,                 0.8616,                0.61108,                0.86873,                0.38493,                0.86258,              0.0030395,              0.0030395,              0.0030395
                    253,                0.77506,                0.36437,                0.82501,                0.82974,                0.83209,                0.86162,                0.61096,                0.86884,                0.38502,                0.86263,              0.0030118,              0.0030118,              0.0030118
                    254,                0.77839,                0.36556,                0.82385,                0.82967,                0.83051,                0.86146,                0.61117,                0.86863,                0.38477,                0.86257,               0.002984,               0.002984,               0.002984
                    255,                0.77659,                0.36525,                0.82414,                0.82934,                0.83196,                0.86147,                0.61114,                0.86888,                 0.3847,                0.86258,              0.0029563,              0.0029563,              0.0029563
                    256,                0.77413,                0.36411,                  0.824,                0.82822,                0.83252,                0.86175,                0.61111,                0.86876,                0.38451,                0.86254,              0.0029286,              0.0029286,              0.0029286
                    257,                 0.7713,                0.36225,                0.82396,                0.82963,                0.83103,                0.86211,                0.61137,                0.86855,                0.38458,                0.86247,              0.0029008,              0.0029008,              0.0029008
                    258,                0.77789,                0.36384,                0.82282,                0.82851,                0.83146,                0.86196,                0.61132,                0.86873,                0.38435,                0.86244,              0.0028731,              0.0028731,              0.0028731
                    259,                 0.7706,                0.36154,                0.82294,                0.82789,                 0.8322,                0.86193,                0.61129,                0.86856,                0.38414,                0.86242,              0.0028454,              0.0028454,              0.0028454
                    260,                0.77084,                0.36148,                0.82283,                0.82877,                0.83128,                0.86213,                0.61141,                0.86887,                0.38417,                0.86241,              0.0028176,              0.0028176,              0.0028176
                    261,                0.77123,                0.36115,                0.82325,                0.83122,                0.83011,                0.86203,                0.61107,                0.86872,                0.38444,                0.86236,              0.0027899,              0.0027899,              0.0027899
                    262,                0.77325,                 0.3631,                0.82216,                0.83072,                0.82949,                0.86201,                0.61106,                0.86903,                 0.3844,                0.86238,              0.0027622,              0.0027622,              0.0027622
                    263,                0.76928,                0.36177,                0.82191,                0.82983,                0.83141,                0.86189,                0.61104,                0.86895,                0.38443,                0.86235,              0.0027345,              0.0027345,              0.0027345
                    264,                0.76541,                0.35843,                0.82104,                0.82951,                0.83241,                0.86192,                0.61118,                 0.8691,                0.38482,                0.86229,              0.0027067,              0.0027067,              0.0027067
                    265,                0.76905,                0.36005,                0.82147,                0.83522,                0.82834,                0.86202,                0.61083,                 0.8691,                0.38475,                0.86225,               0.002679,               0.002679,               0.002679
                    266,                0.76904,                0.35978,                0.82191,                0.83603,                0.82773,                0.86208,                0.61094,                0.86889,                0.38496,                0.86226,              0.0026513,              0.0026513,              0.0026513
                    267,                0.77133,                0.36031,                0.82313,                0.83389,                0.82837,                0.86194,                0.61088,                0.86896,                0.38526,                0.86227,              0.0026235,              0.0026235,              0.0026235
                    268,                0.77059,                0.36086,                0.82245,                0.83607,                0.82727,                0.86165,                0.61038,                0.86894,                0.38528,                0.86222,              0.0025958,              0.0025958,              0.0025958
                    269,                0.76848,                 0.3593,                0.82316,                 0.8383,                0.82619,                0.86168,                0.61077,                0.86895,                0.38512,                0.86212,              0.0025681,              0.0025681,              0.0025681
                    270,                0.76588,                0.35946,                0.82221,                0.84047,                0.82343,                0.86191,                0.61107,                0.86904,                0.38503,                0.86212,              0.0025403,              0.0025403,              0.0025403
                    271,                0.76345,                0.35826,                0.82139,                0.84008,                0.82363,                0.86171,                0.61062,                0.86894,                0.38518,                0.86214,              0.0025126,              0.0025126,              0.0025126
                    272,                0.76431,                0.35883,                0.82234,                0.83877,                 0.8244,                0.86176,                0.61052,                0.86915,                0.38517,                0.86211,              0.0024849,              0.0024849,              0.0024849
                    273,                0.76865,                0.35805,                0.82057,                0.83859,                0.82398,                0.86168,                0.61049,                0.86928,                0.38561,                0.86203,              0.0024571,              0.0024571,              0.0024571
                    274,                0.76173,                0.35666,                0.82124,                0.83885,                0.82386,                0.86199,                0.61044,                0.86927,                0.38566,                0.86203,              0.0024294,              0.0024294,              0.0024294
                    275,                0.76457,                 0.3585,                0.82086,                0.83858,                0.82447,                0.86211,                0.61051,                0.86927,                0.38588,                0.86197,              0.0024017,              0.0024017,              0.0024017
                    276,                0.76014,                0.35517,                0.82121,                0.83861,                 0.8246,                0.86197,                 0.6103,                0.86946,                0.38612,                0.86195,              0.0023739,              0.0023739,              0.0023739
                    277,                0.75964,                0.35478,                0.82023,                0.83779,                0.82498,                0.86181,                0.61046,                 0.8691,                 0.3861,                0.86187,              0.0023462,              0.0023462,              0.0023462
                    278,                0.76417,                0.35682,                0.82179,                0.83814,                0.82458,                0.86159,                0.61043,                0.86909,                0.38644,                0.86185,              0.0023185,              0.0023185,              0.0023185
                    279,                0.76207,                0.35679,                0.82109,                0.83589,                0.82715,                0.86163,                0.61063,                0.86922,                 0.3865,                0.86183,              0.0022908,              0.0022908,              0.0022908
                    280,                0.75849,                0.35533,                0.82047,                0.83538,                 0.8291,                0.86178,                0.61073,                0.86929,                0.38656,                0.86181,               0.002263,               0.002263,               0.002263
                    281,                 0.7591,                0.35564,                0.81998,                0.83138,                 0.8312,                0.86199,                0.61083,                0.86897,                0.38627,                0.86172,              0.0022353,              0.0022353,              0.0022353
                    282,                0.75667,                0.35476,                0.82096,                0.83143,                0.83138,                 0.8618,                0.61085,                0.86871,                0.38622,                0.86171,              0.0022076,              0.0022076,              0.0022076
                    283,                 0.7587,                0.35357,                0.82069,                0.83181,                0.83145,                0.86177,                0.61082,                0.86895,                0.38608,                 0.8617,              0.0021798,              0.0021798,              0.0021798
                    284,                0.75732,                0.35474,                0.82143,                0.83258,                0.83082,                 0.8618,                0.61097,                0.86898,                0.38647,                 0.8617,              0.0021521,              0.0021521,              0.0021521
                    285,                0.76025,                0.35526,                0.81979,                0.83302,                0.83034,                0.86212,                0.61157,                0.86876,                0.38629,                0.86168,              0.0021244,              0.0021244,              0.0021244
                    286,                0.75627,                0.35324,                0.81967,                0.83341,                0.83091,                0.86237,                0.61154,                0.86879,                0.38662,                0.86168,              0.0020966,              0.0020966,              0.0020966
                    287,                0.75523,                0.35264,                0.82048,                0.83642,                 0.8277,                0.86243,                0.61148,                 0.8688,                0.38662,                0.86174,              0.0020689,              0.0020689,              0.0020689
                    288,                0.75078,                0.35083,                0.81896,                0.83698,                0.82618,                0.86253,                0.61148,                 0.8687,                0.38662,                0.86165,              0.0020412,              0.0020412,              0.0020412
                    289,                0.75542,                0.35291,                0.81975,                0.83631,                0.82782,                0.86264,                0.61095,                0.86874,                0.38636,                0.86167,              0.0020134,              0.0020134,              0.0020134
                    290,                0.75461,                0.35189,                0.81994,                0.83619,                0.82812,                0.86263,                0.61105,                0.86863,                0.38626,                 0.8617,              0.0019857,              0.0019857,              0.0019857
                    291,                0.75072,                0.34927,                0.81919,                0.83572,                0.82961,                0.86262,                0.61116,                0.86843,                0.38626,                0.86164,               0.001958,               0.001958,               0.001958
                    292,                  0.754,                0.35197,                0.82087,                0.83729,                0.82659,                0.86283,                0.61142,                0.86865,                 0.3865,                0.86161,              0.0019303,              0.0019303,              0.0019303
                    293,                 0.7503,                   0.35,                0.81891,                0.83708,                0.82644,                0.86295,                0.61111,                 0.8686,                 0.3862,                0.86161,              0.0019025,              0.0019025,              0.0019025
                    294,                0.74808,                0.34957,                 0.8201,                0.83505,                0.82915,                0.86269,                0.61104,                0.86857,                0.38612,                0.86159,              0.0018748,              0.0018748,              0.0018748
                    295,                 0.7484,                0.34929,                0.81924,                0.83602,                0.82932,                0.86277,                0.61113,                0.86856,                0.38609,                0.86158,              0.0018471,              0.0018471,              0.0018471
                    296,                0.75259,                0.35071,                0.82005,                0.83723,                0.82846,                0.86288,                0.61105,                0.86859,                0.38607,                0.86152,              0.0018193,              0.0018193,              0.0018193
                    297,                0.75011,                0.34884,                0.81918,                0.83705,                0.82775,                0.86294,                0.61114,                0.86842,                0.38599,                0.86146,              0.0017916,              0.0017916,              0.0017916
                    298,                0.74995,                0.34942,                0.81786,                0.83366,                 0.8308,                0.86327,                0.61137,                0.86835,                0.38652,                0.86141,              0.0017639,              0.0017639,              0.0017639
                    299,                0.74826,                0.34859,                0.81988,                0.83166,                0.83372,                0.86335,                0.61147,                0.86859,                0.38645,                0.86131,              0.0017361,              0.0017361,              0.0017361
                    300,                0.74791,                0.34866,                0.81775,                0.83171,                0.83437,                0.86341,                0.61167,                0.86867,                0.38642,                0.86132,              0.0017084,              0.0017084,              0.0017084
                    301,                 0.7477,                0.34763,                0.81819,                0.83074,                0.83451,                0.86327,                0.61119,                0.86858,                 0.3864,                0.86128,              0.0016807,              0.0016807,              0.0016807
                    302,                0.74624,                0.34717,                0.81957,                 0.8311,                0.83203,                0.86344,                0.61168,                0.86879,                0.38666,                0.86125,              0.0016529,              0.0016529,              0.0016529
                    303,                0.74217,                0.34521,                 0.8179,                0.83093,                 0.8343,                0.86371,                0.61129,                0.86879,                0.38687,                0.86123,              0.0016252,              0.0016252,              0.0016252
                    304,                0.74519,                0.34592,                  0.819,                0.82916,                0.83568,                0.86368,                0.61161,                0.86873,                0.38693,                0.86118,              0.0015975,              0.0015975,              0.0015975
                    305,                0.74107,                0.34434,                0.81701,                0.82903,                0.83576,                 0.8637,                0.61139,                0.86885,                 0.3872,                0.86122,              0.0015697,              0.0015697,              0.0015697
                    306,                0.74298,                0.34574,                0.81716,                0.82847,                0.83622,                 0.8637,                0.61123,                0.86898,                0.38708,                0.86122,               0.001542,               0.001542,               0.001542
                    307,                0.74454,                0.34618,                0.81856,                0.82885,                0.83668,                0.86387,                0.61132,                 0.8692,                0.38695,                0.86123,              0.0015143,              0.0015143,              0.0015143
                    308,                0.74109,                0.34414,                0.81662,                0.82954,                0.83519,                0.86396,                0.61143,                0.86913,                0.38711,                0.86122,              0.0014866,              0.0014866,              0.0014866
                    309,                0.74093,                0.34343,                0.81713,                0.82955,                0.83651,                0.86378,                0.61145,                 0.8692,                0.38739,                0.86117,              0.0014588,              0.0014588,              0.0014588
                    310,                0.73981,                0.34267,                0.81849,                 0.8287,                0.83636,                0.86388,                0.61138,                0.86921,                0.38752,                0.86118,              0.0014311,              0.0014311,              0.0014311
                    311,                 0.7427,                0.34409,                0.81932,                0.82872,                 0.8364,                0.86396,                0.61115,                0.86927,                 0.3875,                0.86124,              0.0014034,              0.0014034,              0.0014034
                    312,                0.73766,                0.34184,                0.81772,                0.82832,                0.83569,                0.86383,                0.61151,                0.86925,                0.38768,                0.86128,              0.0013756,              0.0013756,              0.0013756
                    313,                0.73962,                0.34357,                0.81831,                 0.8278,                0.83576,                0.86359,                 0.6117,                0.86938,                0.38756,                0.86135,              0.0013479,              0.0013479,              0.0013479
                    314,                0.73331,                0.34143,                0.81656,                0.82794,                0.83573,                0.86366,                0.61163,                0.86957,                0.38759,                0.86137,              0.0013202,              0.0013202,              0.0013202
                    315,                 0.7322,                0.33983,                0.81713,                0.82687,                0.83606,                 0.8642,                0.61143,                0.86954,                0.38765,                0.86137,              0.0012924,              0.0012924,              0.0012924
                    316,                0.73413,                0.34031,                0.81603,                 0.8276,                0.83689,                0.86407,                0.61115,                0.86966,                0.38728,                0.86141,              0.0012647,              0.0012647,              0.0012647
                    317,                0.73774,                0.34221,                0.81665,                0.82778,                0.83709,                0.86411,                0.61148,                0.86984,                0.38742,                0.86137,               0.001237,               0.001237,               0.001237
                    318,                0.73115,                0.33908,                0.81575,                 0.8269,                0.83698,                0.86391,                0.61144,                0.86986,                0.38747,                0.86135,              0.0012092,              0.0012092,              0.0012092
                    319,                0.73576,                0.33996,                0.81722,                0.82681,                0.83686,                0.86412,                 0.6112,                0.87004,                0.38763,                0.86133,              0.0011815,              0.0011815,              0.0011815
                    320,                0.73017,                0.33785,                0.81523,                0.82784,                0.83639,                0.86402,                0.61172,                0.87026,                0.38771,                0.86133,              0.0011538,              0.0011538,              0.0011538
