                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.96846,                0.49238,                0.86143,                 1.3463,                0.57228,                0.84053,                0.78052,                0.73725,                 0.7793,                0.51399,                0.96774,                0.48986,                0.89311,                 1.2474,                0.58975,                0.89413,              0.0093372,              0.0093372,              0.0093372
                     18,                0.96154,                 0.4877,                0.85921,                 1.3373,                0.56773,                0.83864,                0.78817,                0.71921,                0.77133,                0.50877,                0.97705,                0.48769,                0.89269,                 1.2642,                0.58024,                 0.8944,              0.0092987,              0.0092987,              0.0092987
                     19,                0.95804,                0.48295,                0.85862,                 1.3358,                0.56089,                0.83716,                0.74764,                0.75188,                0.78203,                0.51789,                0.96807,                0.47736,                0.89075,                 1.2484,                0.57241,                0.89099,              0.0092575,              0.0092575,              0.0092575
                     20,                0.95831,                0.48279,                0.85746,                 1.3308,                0.56341,                0.83644,                0.78927,                0.75076,                 0.7855,                0.51791,                0.96288,                0.47737,                0.88547,                 1.2442,                0.58122,                 0.8857,              0.0092163,              0.0092163,              0.0092163
                     21,                 0.9531,                0.47879,                0.85751,                 1.3285,                0.55482,                0.83691,                0.74056,                0.76312,                0.78212,                0.51773,                0.95432,                0.46536,                0.88879,                 1.2358,                0.55748,                0.88914,              0.0091715,              0.0091715,              0.0091715
                     22,                0.94791,                0.47693,                0.85524,                 1.3195,                 0.5535,                0.83431,                0.76648,                0.72487,                 0.7714,                0.50441,                0.98413,                0.48448,                0.89721,                 1.2621,                 0.5905,                0.89451,              0.0091265,              0.0091265,              0.0091265
                     23,                0.94456,                0.47452,                0.85592,                 1.3163,                0.54838,                0.83548,                0.77824,                 0.7533,                0.78424,                0.52348,                0.95293,                0.46793,                0.88619,                 1.2276,                0.55327,                0.88554,               0.009081,               0.009081,               0.009081
                     24,                0.93964,                0.47124,                0.85482,                 1.3093,                0.54468,                0.83403,                0.78091,                0.75952,                0.79322,                0.53202,                0.94368,                0.45558,                0.88526,                 1.2145,                0.53943,                0.88263,              0.0090392,              0.0090392,              0.0090392
                     25,                0.93904,                0.46858,                0.85439,                 1.3097,                0.54409,                0.83282,                0.77865,                0.76753,                0.79161,                0.53202,                0.94303,                0.45731,                0.88532,                 1.2178,                0.54018,                 0.8838,              0.0089932,              0.0089932,              0.0089932
                     26,                0.93596,                0.46853,                 0.8543,                 1.3091,                0.54471,                0.83375,                0.77186,                0.75661,                0.79764,                0.53451,                0.94199,                0.45672,                0.88537,                 1.2136,                0.54446,                0.88424,              0.0089513,              0.0089513,              0.0089513
                     27,                0.92652,                0.46248,                0.85474,                 1.2909,                0.53647,                0.83378,                0.77506,                0.76913,                0.79712,                0.53391,                0.93678,                0.44893,                0.88125,                   1.21,                0.53373,                0.88131,              0.0089047,              0.0089047,              0.0089047
                     28,                0.92971,                0.46195,                0.85346,                 1.2984,                0.53584,                 0.8323,                0.78673,                0.76849,                0.79791,                0.53563,                0.93666,                0.44568,                0.88645,                 1.2101,                0.53891,                0.88387,              0.0088577,              0.0088577,              0.0088577
                     29,                0.92247,                0.45802,                0.85325,                  1.291,                0.53117,                0.83198,                0.78966,                0.76967,                0.80497,                0.54212,                0.93891,                0.44444,                0.88336,                 1.2152,                0.52608,                0.88096,              0.0088154,              0.0088154,              0.0088154
                     30,                0.92491,                0.45828,                0.85221,                 1.2897,                0.53229,                0.83102,                0.78362,                0.76757,                0.79915,                0.53754,                0.92846,                0.44554,                0.88154,                 1.2002,                0.53116,                0.87884,              0.0087731,              0.0087731,              0.0087731
                     31,                0.92297,                0.45458,                 0.8539,                 1.2811,                 0.5257,                0.83158,                0.80847,                0.76605,                0.81721,                0.54917,                0.92822,                0.43845,                0.88061,                 1.1989,                0.52345,                0.87793,              0.0087253,              0.0087253,              0.0087253
                     32,                0.91873,                 0.4555,                0.85204,                 1.2807,                0.52867,                0.83114,                0.79422,                 0.7802,                0.81147,                0.54814,                0.92699,                 0.4387,                0.87846,                 1.1953,                0.51932,                0.87823,              0.0086828,              0.0086828,              0.0086828
                     33,                0.91681,                0.45339,                0.85127,                 1.2827,                0.52728,                0.83013,                0.79445,                0.77439,                0.80972,                0.54726,                0.92272,                0.43567,                0.87907,                 1.1887,                0.51291,                0.87693,              0.0086345,              0.0086345,              0.0086345
                     34,                0.91785,                0.45272,                0.85159,                 1.2779,                0.52142,                0.82992,                0.79368,                0.77773,                0.80984,                 0.5469,                0.92621,                0.43666,                 0.8805,                 1.1962,                0.51529,                0.87853,              0.0085918,              0.0085918,              0.0085918
                     35,                0.91429,                 0.4506,                0.85067,                 1.2709,                0.51923,                0.83031,                0.78875,                0.78807,                0.81253,                0.54897,                0.92202,                 0.4326,                 0.8804,                 1.1876,                0.50812,                0.87672,              0.0085491,              0.0085491,              0.0085491
                     36,                0.90904,                0.44628,                 0.8498,                 1.2693,                0.51626,                0.82913,                0.79177,                 0.7792,                0.81632,                0.55491,                0.91746,                 0.4261,                0.87621,                 1.1886,                0.50467,                0.87393,              0.0085065,              0.0085065,              0.0085065
                     37,                0.90721,                0.44684,                0.84998,                 1.2696,                 0.5196,                0.82931,                0.80397,                0.77162,                0.81451,                0.55486,                0.91715,                0.42804,                0.87781,                 1.1864,                 0.5031,                0.87574,              0.0084571,              0.0084571,              0.0084571
                     38,                0.90572,                0.44565,                0.84841,                  1.265,                0.51592,                0.82798,                 0.7933,                0.79083,                  0.816,                0.55552,                0.91133,                0.42502,                0.87451,                 1.1759,                 0.4974,                0.87185,              0.0084143,              0.0084143,              0.0084143
                     39,                0.90428,                0.44376,                0.84889,                 1.2594,                0.51148,                  0.828,                0.80477,                0.77752,                0.82036,                0.55672,                0.91352,                0.42559,                0.87643,                 1.1796,                0.49671,                0.87291,              0.0083714,              0.0083714,              0.0083714
                     40,                0.89999,                0.44237,                0.84766,                   1.26,                0.51357,                0.82755,                0.78835,                0.79522,                0.81928,                0.55685,                0.91394,                0.42051,                0.87342,                 1.1813,                0.49724,                0.87099,              0.0083213,              0.0083213,              0.0083213
                     41,                0.90383,                0.44465,                0.84855,                 1.2644,                0.51309,                0.82876,                0.79393,                0.79448,                0.82066,                0.55605,                0.91217,                0.41871,                0.87533,                 1.1779,                 0.4943,                0.87184,              0.0082783,              0.0082783,              0.0082783
                     42,                0.89669,                0.44245,                0.84858,                 1.2541,                0.51165,                0.82772,                  0.796,                 0.7991,                0.82268,                0.56116,                0.90487,                 0.4177,                0.87459,                 1.1704,                0.49017,                0.87021,              0.0082352,              0.0082352,              0.0082352
                     43,                0.89922,                0.43984,                0.84746,                 1.2589,                0.50978,                0.82676,                 0.8003,                  0.799,                0.82216,                0.56036,                 0.9072,                0.41826,                  0.874,                 1.1746,                0.48975,                0.87035,              0.0081922,              0.0081922,              0.0081922
                     44,                0.89334,                 0.4375,                0.84723,                 1.2537,                0.50856,                0.82706,                0.80592,                0.78747,                0.82052,                0.56105,                0.90163,                0.41496,                0.87319,                 1.1676,                0.48548,                0.86962,               0.008141,               0.008141,               0.008141
                     45,                0.89717,                0.44111,                0.84756,                 1.2537,                0.51343,                0.82682,                0.79277,                0.79272,                0.82225,                0.56392,                0.90539,                0.41649,                0.87388,                 1.1694,                   0.49,                0.87087,              0.0080978,              0.0080978,              0.0080978
                     46,                0.89311,                 0.4356,                0.84752,                 1.2497,                0.50416,                0.82716,                0.78968,                0.80492,                0.82582,                0.56614,                 0.9012,                 0.4115,                0.87337,                 1.1639,                0.48391,                0.86999,              0.0080546,              0.0080546,              0.0080546
                     47,                0.89251,                0.43625,                0.84683,                 1.2475,                0.50479,                0.82603,                0.79621,                0.79521,                0.82317,                 0.5631,                0.89865,                0.40996,                0.87158,                 1.1622,                0.48497,                0.86909,              0.0080114,              0.0080114,              0.0080114
                     48,                0.89146,                0.43371,                0.84717,                 1.2446,                 0.5013,                0.82605,                0.80593,                0.79396,                0.82212,                0.56404,                0.89892,                 0.4116,                0.87088,                 1.1644,                0.48095,                0.86785,              0.0079681,              0.0079681,              0.0079681
                     49,                0.88991,                0.43265,                0.84462,                 1.2462,                0.50149,                0.82443,                 0.7926,                0.80335,                0.82465,                0.56601,                0.89622,                0.40949,                0.86956,                 1.1616,                0.47987,                0.86701,              0.0079249,              0.0079249,              0.0079249
                     50,                0.88942,                0.43311,                0.84747,                 1.2428,                0.50014,                0.82623,                0.79481,                0.80474,                0.83015,                0.56897,                0.89577,                0.40973,                0.87105,                 1.1597,                0.48183,                0.86762,              0.0078724,              0.0078724,              0.0078724
                     51,                0.88404,                0.43213,                0.84458,                 1.2391,                0.50185,                 0.8244,                0.80363,                0.79481,                0.83208,                0.57204,                0.89627,                0.40722,                0.87048,                 1.1578,                0.48282,                0.86645,              0.0078289,              0.0078289,              0.0078289
                     52,                0.88306,                0.42883,                0.84461,                 1.2375,                0.49771,                0.82443,                0.80895,                0.79476,                 0.8274,                0.56849,                 0.8936,                0.40496,                0.86926,                 1.1571,                0.47673,                0.86626,              0.0077855,              0.0077855,              0.0077855
                     53,                0.88301,                0.42983,                 0.8451,                 1.2372,                0.49953,                0.82475,                0.81483,                0.78774,                0.82686,                0.56799,                0.89307,                0.40402,                 0.8701,                 1.1576,                0.47783,                0.86706,              0.0077421,              0.0077421,              0.0077421
                     54,                0.88232,                0.42838,                0.84433,                 1.2374,                0.49759,                0.82375,                0.81636,                0.79557,                0.82677,                0.56877,                0.89274,                0.40403,                0.86984,                 1.1543,                 0.4756,                0.86623,              0.0076987,              0.0076987,              0.0076987
                     55,                0.87848,                0.42701,                0.84406,                 1.2334,                 0.4963,                 0.8236,                0.80323,                0.79544,                0.82863,                0.57062,                0.89212,                0.40307,                0.86972,                 1.1548,                0.47434,                0.86644,              0.0076553,              0.0076553,              0.0076553
                     56,                0.87858,                0.42549,                0.84423,                 1.2316,                0.49328,                0.82338,                0.79889,                0.79605,                0.82552,                0.56875,                0.89026,                0.40194,                0.86961,                  1.153,                0.47375,                  0.866,              0.0076118,              0.0076118,              0.0076118
                     57,                0.88053,                0.42608,                0.84421,                 1.2377,                0.49679,                0.82402,                0.80537,                0.79534,                0.82766,                0.56972,                0.88843,                 0.4016,                0.86885,                 1.1503,                0.47539,                0.86504,              0.0075684,              0.0075684,              0.0075684
                     58,                0.87794,                0.42486,                0.84294,                 1.2289,                0.49409,                0.82273,                0.79892,                0.80257,                0.82632,                0.57108,                 0.8856,                0.39943,                0.86794,                 1.1461,                0.47428,                0.86379,              0.0075141,              0.0075141,              0.0075141
                     59,                0.87529,                0.42439,                0.84337,                 1.2272,                0.49363,                0.82354,                0.80693,                0.79898,                0.82936,                 0.5723,                0.88552,                 0.3988,                0.86777,                 1.1467,                0.47378,                0.86382,              0.0074705,              0.0074705,              0.0074705
                     60,                 0.8782,                0.42456,                0.84511,                 1.2304,                 0.4921,                0.82397,                0.80474,                0.79741,                0.82821,                0.57131,                0.88537,                0.39881,                0.86765,                  1.147,                0.47409,                0.86377,              0.0074269,              0.0074269,              0.0074269
                     61,                0.87546,                0.42398,                0.84439,                 1.2252,                0.48948,                0.82416,                0.80698,                0.79733,                0.82679,                0.56979,                0.88417,                0.39758,                0.86719,                  1.146,                 0.4709,                0.86331,              0.0073833,              0.0073833,              0.0073833
                     62,                0.87503,                0.42274,                 0.8453,                 1.2244,                0.49369,                0.82405,                0.81274,                0.79875,                 0.8277,                 0.5711,                 0.8841,                0.39746,                0.86717,                 1.1447,                0.47314,                0.86308,              0.0073396,              0.0073396,              0.0073396
                     63,                0.87209,                0.42218,                0.84297,                 1.2244,                0.49154,                0.82289,                0.81034,                 0.8024,                0.82917,                0.57334,                0.88338,                0.39646,                0.86722,                 1.1434,                0.47081,                0.86342,               0.007296,               0.007296,               0.007296
                     64,                0.86545,                0.41779,                0.84395,                 1.2161,                 0.4866,                0.82288,                0.81131,                0.80196,                0.83193,                0.57494,                0.88332,                 0.3958,                0.86754,                  1.143,                0.46866,                0.86364,              0.0072524,              0.0072524,              0.0072524
                     65,                0.87182,                 0.4216,                 0.8434,                 1.2219,                0.48904,                0.82326,                0.81524,                0.80203,                0.83201,                0.57509,                0.88316,                0.39597,                0.86713,                 1.1434,                 0.4667,                0.86361,              0.0072088,              0.0072088,              0.0072088
                     66,                0.86908,                0.41846,                0.84252,                 1.2166,                0.48444,                0.82196,                 0.8108,                0.81133,                0.83428,                0.57656,                0.88188,                0.39528,                 0.8663,                 1.1416,                0.46779,                0.86289,              0.0071652,              0.0071652,              0.0071652
                     67,                0.86806,                 0.4201,                0.84185,                 1.2164,                 0.4885,                0.82115,                0.81141,                0.80499,                0.83453,                0.57665,                0.88206,                0.39489,                 0.8669,                 1.1413,                0.46689,                0.86269,              0.0071216,              0.0071216,              0.0071216
                     68,                0.86981,                0.42175,                0.84166,                 1.2231,                0.49365,                0.82143,                0.80921,                0.80773,                0.83529,                0.57709,                 0.8824,                0.39468,                0.86634,                 1.1415,                0.46659,                0.86237,               0.007065,               0.007065,               0.007065
                     69,                 0.8688,                0.41764,                0.84245,                 1.2183,                0.48759,                0.82139,                0.80958,                0.80851,                0.83711,                0.57829,                0.88291,                0.39405,                 0.8669,                 1.1421,                0.46582,                0.86279,              0.0070212,              0.0070212,              0.0070212
                     70,                0.86211,                0.41726,                0.84265,                 1.2104,                0.48448,                0.82194,                0.80375,                0.81266,                0.83855,                0.57936,                0.88256,                 0.3935,                0.86691,                 1.1415,                0.46526,                0.86276,              0.0069774,              0.0069774,              0.0069774
                     71,                0.86526,                0.41777,                0.84279,                 1.2139,                0.48264,                0.82221,                0.80225,                0.81519,                0.83723,                0.57863,                0.88219,                0.39313,                0.86699,                 1.1412,                 0.4631,                0.86303,              0.0069336,              0.0069336,              0.0069336
                     72,                0.86352,                0.41568,                0.84194,                 1.2107,                0.48182,                0.82152,                0.80018,                0.81859,                0.83804,                0.57891,                0.88176,                0.39249,                0.86685,                 1.1409,                0.46175,                0.86297,              0.0068898,              0.0068898,              0.0068898
                     73,                0.86421,                0.41687,                 0.8426,                 1.2086,                0.48189,                0.82234,                0.79704,                0.81509,                0.83768,                0.57983,                0.88127,                0.39233,                0.86682,                   1.14,                0.46215,                0.86298,               0.006846,               0.006846,               0.006846
                     74,                 0.8592,                0.41485,                0.84049,                 1.2098,                0.48464,                0.82022,                0.79736,                 0.8163,                  0.837,                0.57832,                0.88077,                0.39193,                0.86679,                 1.1395,                0.46239,                0.86299,              0.0068022,              0.0068022,              0.0068022
                     75,                0.85849,                0.41183,                 0.8408,                  1.205,                0.48009,                0.82043,                0.79823,                0.81722,                0.83805,                0.57885,                0.88076,                0.39175,                0.86701,                 1.1399,                0.46165,                0.86297,              0.0067584,              0.0067584,              0.0067584
                     76,                0.86241,                0.41312,                0.84224,                 1.2104,                0.48206,                0.82137,                0.79955,                0.81701,                0.83736,                0.57836,                0.88058,                 0.3913,                0.86689,                 1.1397,                0.46168,                 0.8627,              0.0067146,              0.0067146,              0.0067146
                     77,                0.85768,                0.41248,                0.84087,                 1.2043,                0.47945,                0.82086,                0.79705,                0.81937,                0.83659,                0.57861,                0.88028,                0.39051,                0.86697,                 1.1392,                0.46067,                0.86269,              0.0066708,              0.0066708,              0.0066708
                     78,                0.85799,                0.41286,                0.83981,                 1.2084,                0.48105,                0.81998,                0.79981,                0.81954,                0.83718,                0.57965,                0.87975,                0.39014,                0.86662,                  1.139,                0.45985,                0.86265,               0.006627,               0.006627,               0.006627
                     79,                0.85654,                0.41142,                 0.8411,                 1.2021,                0.47794,                0.82028,                0.80321,                0.81645,                0.83743,                0.57995,                0.87935,                0.38964,                0.86654,                 1.1386,                0.45898,                0.86243,              0.0065832,              0.0065832,              0.0065832
                     80,                0.85419,                0.40919,                0.84142,                 1.1974,                0.47361,                0.82089,                0.80383,                0.81704,                0.83793,                 0.5804,                0.87864,                0.38919,                0.86643,                 1.1382,                0.45791,                0.86217,              0.0065394,              0.0065394,              0.0065394
                     81,                0.85189,                0.40996,                0.83869,                 1.1977,                0.47789,                0.81864,                0.80712,                0.81676,                0.83843,                 0.5812,                0.87836,                0.38885,                0.86608,                 1.1382,                0.45662,                0.86213,              0.0064956,              0.0064956,              0.0064956
                     82,                0.85399,                0.41038,                0.83934,                 1.2011,                  0.477,                0.82044,                0.80656,                0.81538,                0.84019,                  0.582,                0.87805,                0.38842,                0.86572,                 1.1378,                0.45597,                0.86178,              0.0064518,              0.0064518,              0.0064518
                     83,                0.85394,                0.40993,                0.83894,                  1.201,                  0.478,                0.81885,                0.80388,                0.81584,                0.84055,                0.58275,                 0.8776,                0.38813,                0.86557,                 1.1369,                0.45575,                0.86171,               0.006408,               0.006408,               0.006408
                     84,                0.85123,                0.40927,                0.84072,                 1.1962,                0.47667,                0.82042,                0.80085,                0.81691,                 0.8415,                 0.5835,                0.87734,                0.38783,                0.86549,                 1.1364,                 0.4558,                0.86149,              0.0063642,              0.0063642,              0.0063642
                     85,                0.85352,                0.40829,                0.83904,                    1.2,                0.47571,                0.82023,                0.80024,                0.81616,                 0.8405,                0.58303,                0.87714,                0.38758,                0.86544,                 1.1361,                0.45562,                0.86147,               0.006304,               0.006304,               0.006304
                     86,                0.85245,                0.40691,                0.83942,                 1.1979,                0.47432,                  0.819,                0.80048,                0.81614,                0.83963,                0.58242,                0.87683,                 0.3875,                0.86536,                 1.1357,                0.45553,                 0.8613,                0.00626,                0.00626,                0.00626
                     87,                0.84978,                0.40647,                0.84026,                 1.1909,                0.47145,                 0.8192,                0.80023,                0.81654,                0.83919,                0.58225,                 0.8766,                0.38739,                0.86536,                 1.1356,                0.45513,                0.86136,               0.006216,               0.006216,               0.006216
                     88,                0.84751,                0.40579,                 0.8394,                  1.194,                0.47313,                0.81921,                0.80442,                0.81245,                0.83951,                0.58175,                0.87635,                0.38744,                0.86545,                 1.1351,                0.45525,                0.86139,               0.006172,               0.006172,               0.006172
                     89,                0.84445,                0.40484,                 0.8384,                 1.1875,                0.47187,                0.81812,                0.80471,                0.81243,                0.83986,                0.58189,                0.87614,                0.38712,                0.86548,                 1.1347,                0.45509,                0.86141,               0.006128,               0.006128,               0.006128
                     90,                0.84776,                0.40447,                0.84004,                 1.1914,                0.47137,                0.81994,                0.80563,                 0.8109,                0.83994,                0.58255,                0.87593,                0.38692,                0.86551,                 1.1345,                0.45404,                0.86137,               0.006084,               0.006084,               0.006084
                     91,                0.84498,                0.40391,                0.83842,                 1.1894,                0.47081,                0.81847,                0.80581,                0.81287,                0.84116,                0.58316,                0.87565,                0.38665,                0.86545,                 1.1341,                0.45389,                0.86119,                0.00604,                0.00604,                0.00604
                     92,                0.84557,                0.40508,                0.83887,                 1.1883,                0.46997,                0.81859,                0.80355,                0.81431,                0.84035,                0.58281,                0.87546,                0.38648,                0.86546,                  1.134,                 0.4536,                0.86119,               0.005996,               0.005996,               0.005996
                     93,                0.84383,                0.40403,                0.83853,                 1.1834,                0.47085,                0.81908,                0.80531,                0.81482,                0.84066,                0.58298,                0.87532,                 0.3865,                0.86539,                 1.1337,                0.45375,                 0.8611,               0.005952,               0.005952,               0.005952
                     94,                0.84343,                0.40408,                0.83783,                 1.1847,                0.46999,                0.81736,                0.80531,                0.81798,                0.84024,                0.58276,                 0.8751,                0.38654,                0.86536,                 1.1333,                0.45388,                0.86101,               0.005908,               0.005908,               0.005908
                     95,                0.84413,                0.40356,                0.83797,                 1.1889,                0.47136,                0.81828,                0.80496,                0.81918,                0.84022,                0.58286,                0.87486,                0.38637,                0.86523,                  1.133,                0.45399,                0.86084,               0.005864,               0.005864,               0.005864
                     96,                0.83656,                 0.3994,                 0.8369,                 1.1769,                0.46383,                0.81768,                0.80599,                0.81653,                0.84074,                0.58337,                0.87473,                 0.3861,                0.86509,                 1.1328,                0.45411,                0.86085,                0.00582,                0.00582,                0.00582
                     97,                0.83658,                0.39877,                0.83644,                  1.181,                0.46438,                0.81679,                0.80442,                0.81745,                0.84037,                0.58343,                0.87448,                  0.386,                0.86489,                 1.1326,                0.45421,                0.86073,               0.005776,               0.005776,               0.005776
                     98,                0.84169,                0.40326,                0.83831,                 1.1826,                0.46839,                0.81854,                0.80221,                0.82037,                0.84062,                0.58352,                0.87419,                0.38582,                0.86476,                 1.1323,                0.45455,                0.86053,               0.005732,               0.005732,               0.005732
                     99,                0.84078,                 0.4003,                0.83709,                 1.1824,                0.46686,                0.81793,                0.80683,                0.81644,                0.84003,                0.58349,                0.87399,                0.38564,                0.86464,                 1.1323,                0.45405,                 0.8605,               0.005688,               0.005688,               0.005688
                    100,                0.83771,                0.39947,                 0.8377,                 1.1795,                0.46561,                0.81789,                0.80672,                0.81749,                   0.84,                0.58347,                0.87365,                0.38539,                0.86459,                 1.1317,                 0.4549,                0.86019,               0.005644,               0.005644,               0.005644
                    101,                0.83734,                 0.3988,                0.83615,                 1.1818,                0.46829,                0.81681,                0.80487,                0.81913,                0.84046,                 0.5841,                 0.8735,                0.38512,                0.86448,                 1.1314,                0.45469,                0.86002,                 0.0056,                 0.0056,                 0.0056
                    102,                0.83528,                0.39776,                0.83595,                 1.1762,                0.46423,                0.81733,                0.80244,                 0.8191,                0.84118,                0.58463,                0.87336,                0.38518,                0.86436,                 1.1313,                0.45424,                0.85996,               0.005556,               0.005556,               0.005556
                    103,                0.84081,                0.39922,                0.83714,                 1.1858,                   0.47,                0.81714,                0.80536,                0.81843,                0.84102,                0.58446,                0.87335,                0.38507,                 0.8643,                 1.1313,                0.45425,                0.85984,               0.005512,               0.005512,               0.005512
                    104,                0.83177,                0.39762,                0.83657,                 1.1739,                0.46557,                0.81718,                0.80756,                0.81875,                0.84187,                0.58474,                0.87322,                0.38491,                0.86421,                 1.1311,                0.45416,                0.85977,               0.005468,               0.005468,               0.005468
                    105,                0.83282,                0.39533,                0.83575,                 1.1713,                0.46252,                0.81641,                0.80712,                0.82088,                 0.8425,                0.58508,                0.87314,                0.38472,                0.86419,                 1.1309,                0.45453,                0.85977,               0.005424,               0.005424,               0.005424
                    106,                0.82745,                0.39608,                0.83555,                 1.1665,                0.46191,                0.81638,                0.80544,                0.82215,                0.84239,                0.58496,                0.87305,                0.38446,                0.86415,                 1.1308,                0.45408,                0.85974,                0.00538,                0.00538,                0.00538
                    107,                0.83594,                 0.3965,                0.83747,                 1.1739,                0.46202,                0.81743,                0.80509,                0.82139,                0.84203,                0.58502,                0.87291,                0.38434,                0.86409,                 1.1307,                0.45384,                0.85972,               0.005336,               0.005336,               0.005336
                    108,                0.83327,                0.39764,                0.83692,                 1.1738,                0.46427,                 0.8174,                0.80654,                0.82153,                0.84193,                0.58495,                0.87279,                0.38422,                0.86406,                 1.1305,                0.45416,                0.85971,               0.005292,               0.005292,               0.005292
                    109,                0.82998,                0.39496,                0.83806,                 1.1659,                0.45692,                0.81767,                0.80628,                0.82154,                0.84185,                0.58492,                0.87268,                0.38411,                0.86407,                 1.1303,                0.45385,                0.85973,               0.005248,               0.005248,               0.005248
                    110,                0.83273,                 0.3951,                 0.8355,                 1.1717,                 0.4616,                0.81595,                 0.8058,                0.82103,                0.84159,                0.58488,                0.87253,                0.38395,                0.86403,                 1.1302,                0.45352,                0.85971,               0.005204,               0.005204,               0.005204
