                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.84963,                0.40879,                0.83178,                0.82573,                0.83187,                  0.855,                0.60041,                0.87858,                0.40141,                 0.8599,               0.006535,               0.006535,               0.006535
                     38,                0.84488,                0.40798,                0.83032,                0.82035,                0.83776,                0.85628,                0.60473,                0.87729,                0.40219,                0.85873,               0.006436,               0.006436,               0.006436
                     39,                0.83921,                 0.4041,                0.82902,                0.81569,                0.84375,                0.85519,                0.60323,                0.87432,                0.39993,                0.85713,               0.006337,               0.006337,               0.006337
                     40,                0.83381,                0.40106,                0.83028,                0.80894,                 0.8488,                0.85706,                0.60717,                0.86889,                0.40027,                0.85764,               0.006238,               0.006238,               0.006238
                     41,                0.83061,                0.40037,                0.82815,                0.82137,                0.83187,                0.85995,                0.60969,                0.86957,                  0.398,                0.85599,               0.006139,               0.006139,               0.006139
                     42,                0.83098,                0.39933,                0.82824,                0.81293,                0.84399,                0.85557,                0.60637,                0.86821,                0.39538,                0.85664,                0.00604,                0.00604,                0.00604
                     43,                0.83365,                0.39948,                0.82908,                0.82226,                0.83811,                0.86546,                0.61332,                 0.8679,                0.39521,                0.85765,               0.005941,               0.005941,               0.005941
                     44,                 0.8256,                0.39437,                0.82614,                 0.8205,                0.83507,                0.85973,                0.61022,                0.86742,                0.39487,                0.85713,               0.005842,               0.005842,               0.005842
                     45,                 0.8242,                0.39446,                0.82738,                0.81527,                0.85055,                0.86638,                0.61379,                0.86926,                0.39282,                0.85665,               0.005743,               0.005743,               0.005743
                     46,                0.81895,                0.39215,                0.82593,                0.82976,                0.82784,                0.86805,                0.61726,                0.86777,                0.38938,                0.85641,               0.005644,               0.005644,               0.005644
                     47,                0.81772,                0.39219,                  0.826,                0.82037,                0.83553,                0.85913,                0.61047,                0.86386,                0.39013,                0.85439,               0.005545,               0.005545,               0.005545
                     48,                0.81845,                0.39018,                0.82609,                0.81427,                0.85484,                0.86208,                0.61393,                0.86438,                0.38802,                0.85481,               0.005446,               0.005446,               0.005446
                     49,                0.82001,                0.39054,                0.82606,                0.81705,                0.84277,                0.85881,                0.61035,                0.86561,                 0.3884,                0.85466,               0.005347,               0.005347,               0.005347
                     50,                0.81552,                0.38832,                0.82627,                0.82199,                0.83987,                0.86133,                0.61168,                0.86198,                0.38817,                0.85411,               0.005248,               0.005248,               0.005248
                     51,                0.81038,                0.38606,                0.82444,                 0.8127,                0.84843,                0.86391,                0.61613,                0.86174,                0.38692,                0.85438,               0.005149,               0.005149,               0.005149
                     52,                0.80795,                0.38448,                0.82531,                 0.8215,                0.84467,                0.86377,                0.61502,                0.85982,                0.38527,                0.85368,                0.00505,                0.00505,                0.00505
                     53,                0.80708,                0.38209,                0.82476,                0.82808,                0.83796,                0.86717,                0.61831,                0.85871,                0.38285,                0.85256,               0.004951,               0.004951,               0.004951
                     54,                 0.8053,                0.38259,                0.82299,                0.82485,                0.84069,                0.86986,                0.61967,                0.85835,                 0.3825,                0.85209,               0.004852,               0.004852,               0.004852
                     55,                0.80263,                0.38072,                0.82394,                0.82628,                0.83801,                0.86708,                0.61791,                0.85906,                0.38271,                 0.8528,               0.004753,               0.004753,               0.004753
                     56,                0.80354,                0.38023,                0.82439,                0.82013,                0.84691,                0.86634,                0.61748,                0.85946,                0.38191,                0.85306,               0.004654,               0.004654,               0.004654
                     57,                0.80129,                0.37901,                0.82227,                 0.8238,                0.84921,                0.86693,                0.61781,                0.85905,                0.38265,                0.85265,               0.004555,               0.004555,               0.004555
                     58,                0.79476,                0.37685,                0.82261,                0.82746,                0.84423,                0.86731,                0.61963,                0.85913,                0.38149,                0.85275,               0.004456,               0.004456,               0.004456
                     59,                0.79733,                0.37697,                0.82301,                0.82464,                0.84985,                0.86908,                0.62177,                0.85629,                0.37927,                0.85298,               0.004357,               0.004357,               0.004357
                     60,                0.79064,                0.37404,                0.82121,                0.83418,                0.84202,                0.86753,                 0.6207,                0.85579,                0.37867,                0.85242,               0.004258,               0.004258,               0.004258
                     61,                0.79226,                 0.3738,                0.82145,                0.82907,                0.84622,                0.86999,                0.62194,                0.85506,                0.37714,                0.85241,               0.004159,               0.004159,               0.004159
                     62,                0.78969,                0.37285,                0.82158,                0.82893,                0.84877,                0.87105,                  0.623,                0.85545,                0.37654,                0.85216,                0.00406,                0.00406,                0.00406
                     63,                0.78528,                0.36922,                0.82189,                 0.8272,                0.84623,                0.87053,                0.62333,                0.85456,                0.37627,                0.85238,               0.003961,               0.003961,               0.003961
                     64,                0.78719,                0.37103,                0.82085,                0.82848,                0.84417,                0.87281,                0.62427,                0.85435,                0.37476,                0.85225,               0.003862,               0.003862,               0.003862
                     65,                0.78191,                0.36797,                0.82075,                0.82395,                0.84721,                0.87246,                0.62503,                0.85467,                0.37544,                 0.8521,               0.003763,               0.003763,               0.003763
                     66,                0.78155,                0.36735,                0.82044,                 0.8256,                0.84984,                0.87291,                0.62474,                0.85428,                0.37517,                0.85224,               0.003664,               0.003664,               0.003664
                     67,                  0.779,                0.36607,                0.81957,                0.82771,                0.84353,                0.87247,                0.62437,                0.85417,                0.37464,                0.85202,               0.003565,               0.003565,               0.003565
                     68,                0.77614,                0.36432,                0.82052,                0.82433,                0.84666,                0.87163,                0.62397,                0.85428,                0.37462,                0.85165,               0.003466,               0.003466,               0.003466
                     69,                0.77163,                0.36257,                0.81981,                0.81872,                0.84894,                0.87161,                0.62447,                0.85396,                0.37393,                0.85137,               0.003367,               0.003367,               0.003367
                     70,                0.77075,                0.36186,                0.81893,                0.81969,                0.84763,                0.87241,                0.62434,                0.85376,                0.37349,                0.85113,               0.003268,               0.003268,               0.003268
                     71,                0.76786,                0.35967,                0.81908,                0.82575,                 0.8423,                0.87166,                0.62454,                0.85317,                 0.3728,                0.85118,               0.003169,               0.003169,               0.003169
                     72,                 0.7669,                0.35834,                0.81858,                0.82305,                0.84654,                0.87099,                0.62403,                0.85344,                0.37265,                0.85123,                0.00307,                0.00307,                0.00307
                     73,                0.76067,                0.35584,                0.81696,                0.82459,                0.84471,                0.87107,                0.62444,                 0.8526,                 0.3722,                0.85129,               0.002971,               0.002971,               0.002971
                     74,                0.75897,                0.35462,                0.81771,                0.82496,                0.84297,                0.87097,                 0.6236,                0.85269,                0.37177,                0.85149,               0.002872,               0.002872,               0.002872
                     75,                0.76063,                0.35471,                0.81795,                0.83019,                0.84094,                 0.8712,                0.62338,                0.85241,                0.37156,                0.85134,               0.002773,               0.002773,               0.002773
                     76,                0.75817,                0.35273,                0.81719,                0.83156,                0.83968,                0.87178,                0.62517,                0.85221,                0.37114,                0.85131,               0.002674,               0.002674,               0.002674
                     77,                0.75648,                0.35117,                0.81757,                0.83534,                0.83852,                0.87218,                0.62558,                0.85216,                0.37082,                0.85136,               0.002575,               0.002575,               0.002575
                     78,                0.75382,                0.35105,                0.81523,                0.83571,                0.83838,                0.87234,                0.62605,                0.85263,                0.37066,                0.85137,               0.002476,               0.002476,               0.002476
                     79,                0.75176,                0.34903,                0.81522,                0.83724,                0.83951,                0.87285,                0.62625,                0.85262,                0.37068,                0.85137,               0.002377,               0.002377,               0.002377
                     80,                0.74579,                0.34634,                0.81495,                0.83453,                0.83861,                0.87223,                0.62637,                0.85254,                0.37037,                0.85155,               0.002278,               0.002278,               0.002278
                     81,                0.74669,                0.34704,                0.81479,                0.83391,                0.83982,                0.87279,                0.62663,                0.85236,                0.37008,                0.85136,               0.002179,               0.002179,               0.002179
                     82,                0.74512,                0.34476,                0.81426,                0.83647,                0.83775,                 0.8724,                0.62641,                0.85244,                 0.3696,                0.85141,                0.00208,                0.00208,                0.00208
                     83,                0.74349,                0.34362,                0.81449,                 0.8363,                0.83899,                0.87278,                0.62643,                0.85261,                 0.3696,                0.85148,               0.001981,               0.001981,               0.001981
                     84,                0.74271,                0.34341,                0.81438,                0.83583,                0.83895,                0.87225,                0.62572,                0.85278,                0.36959,                0.85149,               0.001882,               0.001882,               0.001882
                     85,                0.73626,                0.34099,                0.81395,                0.83143,                0.84537,                0.87183,                0.62593,                0.85254,                0.36976,                0.85154,               0.001783,               0.001783,               0.001783
                     86,                0.73559,                0.33903,                0.81507,                0.83198,                0.84415,                0.87169,                0.62574,                0.85266,                0.36983,                0.85161,               0.001684,               0.001684,               0.001684
                     87,                0.72928,                0.33776,                0.81292,                0.83043,                0.84483,                0.87176,                0.62576,                0.85297,                0.36985,                0.85162,               0.001585,               0.001585,               0.001585
                     88,                0.73286,                0.33751,                0.81277,                0.82989,                0.84687,                0.87148,                0.62578,                0.85297,                0.37019,                0.85156,               0.001486,               0.001486,               0.001486
                     89,                0.72733,                0.33384,                0.81321,                0.82952,                 0.8465,                0.87147,                0.62568,                0.85291,                0.37021,                0.85146,               0.001387,               0.001387,               0.001387
                     90,                0.72255,                0.33313,                0.81165,                0.82525,                0.85257,                0.87091,                0.62535,                0.85287,                0.37054,                0.85142,               0.001288,               0.001288,               0.001288
                     91,                0.74301,                 0.3333,                0.81486,                0.82402,                0.85385,                0.87062,                0.62525,                  0.853,                0.37042,                0.85143,               0.001189,               0.001189,               0.001189
                     92,                0.73385,                0.32928,                0.81486,                0.82109,                0.85483,                0.87006,                0.62478,                0.85291,                0.37007,                0.85142,                0.00109,                0.00109,                0.00109
                     93,                0.72731,                0.32521,                0.81181,                0.82175,                0.85369,                 0.8704,                0.62533,                0.85267,                0.36984,                0.85133,               0.000991,               0.000991,               0.000991
                     94,                0.72124,                0.32298,                0.81131,                0.82067,                 0.8546,                 0.8705,                0.62574,                0.85302,                0.36977,                0.85128,               0.000892,               0.000892,               0.000892
                     95,                0.71731,                0.32078,                0.81195,                0.82818,                0.84498,                0.87035,                0.62538,                0.85286,                0.36933,                 0.8513,               0.000793,               0.000793,               0.000793
                     96,                 0.7141,                0.31883,                0.81079,                0.82768,                0.84635,                0.87068,                0.62582,                0.85293,                 0.3693,                0.85131,               0.000694,               0.000694,               0.000694
                     97,                0.71087,                0.31734,                0.81021,                0.82999,                0.84348,                0.87041,                0.62577,                0.85268,                0.36919,                0.85129,               0.000595,               0.000595,               0.000595
                     98,                0.70659,                0.31544,                0.80927,                0.83028,                0.84407,                0.87028,                0.62596,                0.85268,                0.36899,                0.85127,               0.000496,               0.000496,               0.000496
                     99,                0.70419,                0.31404,                 0.8091,                0.83031,                0.84514,                0.87032,                0.62601,                0.85291,                0.36907,                0.85136,               0.000397,               0.000397,               0.000397
                    100,                0.70092,                0.31063,                0.80898,                0.83017,                0.84481,                0.87025,                0.62595,                0.85276,                0.36914,                0.85136,               0.000298,               0.000298,               0.000298
